Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Shigella flexneri		strain: PNUSAE145409	623	PDT001837949.1	GCA_031956185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29510	4359332	2023-09-26	4434	PRJNA218110	SAMN36811598
Shigella flexneri		strain: PNUSAE152624	623	PDT001899984.1	GCA_031961565.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	20577	4459294	2023-09-26	4623	PRJNA218110	SAMN37529841
Shigella flexneri		strain: PNUSAE152573	623	PDT001899894.1	GCA_031966715.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34867	4470541	2023-09-26	4537	PRJNA218110	SAMN37529693
Shigella flexneri		strain: PNUSAE145823	623	PDT001840239.1	GCA_031980585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24089	4494954	2023-09-26	4624	PRJNA218110	SAMN36843078
Shigella flexneri		strain: PNUSAE145377	623	PDT001837316.1	GCA_031985205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21514	4506411	2023-09-26	4626	PRJNA218110	SAMN36808848
Shigella flexneri		strain: PNUSAE145370	623	PDT001837315.1	GCA_031985225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28365	4545697	2023-09-26	4673	PRJNA218110	SAMN36808849
Shigella flexneri		strain: PNUSAE145376	623	PDT001837311.1	GCA_031985425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29043	4449392	2023-09-26	4526	PRJNA218110	SAMN36808850
Shigella flexneri		strain: PNUSAE152750	623	PDT001901115.1	GCA_032010425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32127	4451702	2023-09-26	4555	PRJNA218110	SAMN37531607
Shigella flexneri		strain: PNUSAE152746	623	PDT001901113.1	GCA_032010465.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31188	4431494	2023-09-26	4531	PRJNA218110	SAMN37531608
Shigella flexneri		strain: PNUSAE152745	623	PDT001901112.1	GCA_032010545.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29361	4517243	2023-09-26	4611	PRJNA218110	SAMN37531609
Shigella flexneri		strain: PNUSAE152753	623	PDT001901110.1	GCA_032010625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4544685	2023-09-26	4649	PRJNA218110	SAMN37531606
Shigella flexneri		strain: PNUSAE145271	623	PDT001837178.1	GCA_032016485.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29468	4525673	2023-09-26	4595	PRJNA218110	SAMN36805683
Shigella flexneri		strain: PNUSAE144976	623	PDT001837064.1	GCA_032017925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4512781	2023-09-26	4632	PRJNA218110	SAMN36797567
Shigella flexneri		strain: PNUSAE144974	623	PDT001837063.1	GCA_032017985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30297	4461310	2023-09-26	4518	PRJNA218110	SAMN36797568
Shigella flexneri		strain: PNUSAE144975	623	PDT001837060.1	GCA_032018105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30297	4532645	2023-09-26	4617	PRJNA218110	SAMN36797569
Shigella flexneri		strain: PNUSAE141524	623	PDT001837058.1	GCA_032018125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29419	4417480	2023-09-26	4504	PRJNA218110	SAMN36797565
Shigella flexneri		strain: PNUSAE144973	623	PDT001837059.1	GCA_032018165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30297	4530009	2023-09-26	4624	PRJNA218110	SAMN36797566
Shigella flexneri		strain: PNUSAE145162	623	PDT001836741.1	GCA_032021925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29269	4450866	2023-09-26	4548	PRJNA218110	SAMN36785999
Shigella flexneri		strain: PNUSAE145158	623	PDT001836738.1	GCA_032021965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4537937	2023-09-26	4636	PRJNA218110	SAMN36786000
Shigella flexneri		strain: PNUSAE145164	623	PDT001836737.1	GCA_032021985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31185	4503507	2023-09-26	4587	PRJNA218110	SAMN36786002
Shigella flexneri		strain: PNUSAE145163	623	PDT001836736.1	GCA_032022005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31881	4477112	2023-09-26	4594	PRJNA218110	SAMN36786001
Shigella flexneri		strain: PNUSAE145074	623	PDT001836036.1	GCA_032034915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28463	4380106	2023-09-27	4450	PRJNA218110	SAMN36780962
Shigella flexneri		strain: PNUSAE145075	623	PDT001836030.1	GCA_032035015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30584	4379929	2023-09-27	4429	PRJNA218110	SAMN36780954
Shigella flexneri		strain: PNUSAE145076	623	PDT001836023.1	GCA_032035055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28463	4529730	2023-09-27	4631	PRJNA218110	SAMN36780953
Shigella flexneri		strain: PNUSAE145073	623	PDT001836026.1	GCA_032035075.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31188	4500188	2023-09-27	4587	PRJNA218110	SAMN36780955
Shigella flexneri		strain: PNUSAE145071	623	PDT001835744.1	GCA_032035415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21503	4524980	2023-09-27	4624	PRJNA218110	SAMN36775747
Shigella flexneri		strain: PNUSAE145072	623	PDT001835743.1	GCA_032035455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28419	4396758	2023-09-27	4427	PRJNA218110	SAMN36775748
Shigella flexneri		strain: PNUSAE145054	623	PDT001835703.1	GCA_032035975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28615	4366925	2023-09-27	4465	PRJNA218110	SAMN36773579
Shigella flexneri		strain: PNUSAE145059	623	PDT001835702.1	GCA_032035995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	23140	4387191	2023-09-27	4496	PRJNA218110	SAMN36773576
Shigella flexneri		strain: PNUSAE145056	623	PDT001835701.1	GCA_032036035.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	19944	4370112	2023-09-27	4482	PRJNA218110	SAMN36773577
Shigella flexneri		strain: PNUSAE145060	623	PDT001835699.1	GCA_032036055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21417	4414519	2023-09-27	4562	PRJNA218110	SAMN36773578
Shigella flexneri		strain: PNUSAE145052	623	PDT001835697.1	GCA_032036095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30299	4559692	2023-09-27	4652	PRJNA218110	SAMN36773580
Shigella flexneri		strain: PNUSAE145055	623	PDT001835695.1	GCA_032036115.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26023	4453106	2023-09-27	4528	PRJNA218110	SAMN36773582
Shigella flexneri		strain: PNUSAE145050	623	PDT001835696.1	GCA_032036135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22456	4521427	2023-09-27	4648	PRJNA218110	SAMN36773574
Shigella flexneri		strain: PNUSAE145049	623	PDT001835694.1	GCA_032036175.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21350	4618751	2023-09-27	4768	PRJNA218110	SAMN36773575
Shigella flexneri		strain: PNUSAE145062	623	PDT001835692.1	GCA_032036325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29288	4576940	2023-09-27	4679	PRJNA218110	SAMN36773583
Shigella flexneri		strain: PNUSAE145061	623	PDT001835691.1	GCA_032036355.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26453	4364191	2023-09-27	4453	PRJNA218110	SAMN36773581
Shigella flexneri		strain: PNUSAE145058	623	PDT001835690.1	GCA_032036395.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21689	4358534	2023-09-27	4466	PRJNA218110	SAMN36773573
Shigella flexneri		strain: PNUSAE145040	623	PDT001835580.1	GCA_032037855.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29262	4476183	2023-09-27	4552	PRJNA218110	SAMN36772390
Shigella flexneri		strain: PNUSAE145035	623	PDT001835456.1	GCA_032038875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31125	4452067	2023-09-27	4504	PRJNA218110	SAMN36771732
Shigella flexneri		strain: PNUSAE144914	623	PDT001835323.1	GCA_032040515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29082	4388622	2023-09-27	4468	PRJNA218110	SAMN36771140
Shigella flexneri		strain: PNUSAE144913	623	PDT001835324.1	GCA_032040535.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29766	4399141	2023-09-27	4474	PRJNA218110	SAMN36771139
Shigella flexneri		strain: PNUSAE144805	623	PDT001835067.1	GCA_032046775.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29235	4417777	2023-09-27	4482	PRJNA218110	SAMN36770255
Shigella flexneri		strain: PNUSAE153061	623	PDT001904279.1	GCA_032087755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32155	4451291	2023-09-27	4563	PRJNA218110	SAMN37546306
Shigella flexneri		strain: PNUSAE153063	623	PDT001904278.1	GCA_032087815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30584	4496341	2023-09-27	4616	PRJNA218110	SAMN37546305
Shigella flexneri		strain: PNUSAE153066	623	PDT001904277.1	GCA_032087945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31186	4503219	2023-09-27	4621	PRJNA218110	SAMN37546307
Shigella flexneri		strain: PNUSAE152571	623	PDT001904078.1	GCA_032095615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31185	4587880	2023-09-27	4725	PRJNA218110	SAMN37544898
Shigella flexneri		isolate: CL-064, strain: CL-064	623	PDT001904009.1	GCA_032098165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22436	4354678	2023-09-27	4442	PRJNA514245	SAMEA113932697
Shigella flexneri		isolate: CL-062, strain: CL-062	623	PDT001904007.1	GCA_032098185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21021	4234571	2023-09-27	4324	PRJNA514245	SAMEA113932695
Shigella flexneri		isolate: CL-043, strain: CL-043	623	PDT001903993.1	GCA_032098885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	20841	4208883	2023-09-27	4260	PRJNA514245	SAMEA113932680
Shigella flexneri		isolate: CL-046, strain: CL-046	623	PDT001903994.1	GCA_032099005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24529	4500912	2023-09-27	4583	PRJNA514245	SAMEA113932682
Shigella flexneri		isolate: CL-010, strain: CL-010	623	PDT001903979.1	GCA_032099325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21966	4190808	2023-09-27	4239	PRJNA514245	SAMEA113932650
Shigella flexneri		strain: PNUSAE152572	623	PDT001903946.1	GCA_032099465.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34902	4550113	2023-09-27	4647	PRJNA218110	SAMN37544899
Shigella flexneri		strain: PNUSAE152944	623	PDT001905290.1	GCA_032113375.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31187	4447191	2023-09-27	4528	PRJNA218110	SAMN37556789
Shigella flexneri		strain: PNUSAE152943	623	PDT001905283.1	GCA_032120795.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30682	4457772	2023-09-27	4535	PRJNA218110	SAMN37556788
Shigella flexneri		isolate: BWH_1502_S_fle	623	PDT001903540.2	GCA_032123375.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32681	4423574	2024-02-27	4507	PRJNA278886	SAMN37516947
Shigella flexneri		strain: PNUSAE153088	623	PDT001906646.1	GCA_032152345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34447	4497760	2023-09-28	4586	PRJNA218110	SAMN37563207
Shigella flexneri		strain: PNUSAE151229	623	PDT001882503.1	GCA_032157325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28339	4362727	2023-09-28	4468	PRJNA218110	SAMN37365931
Shigella flexneri		strain: PNUSAE141580	623	PDT001810191.1	GCA_032158645.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32134	4406054	2023-09-28	4496	PRJNA218110	SAMN36338977
Shigella flexneri		strain: PNUSAE141587	623	PDT001810189.1	GCA_032158705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31677	4414390	2023-09-28	4516	PRJNA218110	SAMN36338985
Shigella flexneri		strain: PNUSAE141584	623	PDT001810188.1	GCA_032158725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34447	4594007	2023-09-28	4724	PRJNA218110	SAMN36338983
Shigella flexneri		strain: PNUSAE141582	623	PDT001810186.1	GCA_032158765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4594122	2023-09-28	4682	PRJNA218110	SAMN36338979
Shigella flexneri		strain: PNUSAE141578	623	PDT001810182.1	GCA_032158845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34446	4440719	2023-09-28	4521	PRJNA218110	SAMN36338976
Shigella flexneri		strain: PNUSAE141569	623	PDT001810177.1	GCA_032158945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4554357	2023-09-28	4665	PRJNA218110	SAMN36338957
Shigella flexneri		strain: PNUSAE141586	623	PDT001810178.1	GCA_032158965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34589	4443279	2023-09-28	4529	PRJNA218110	SAMN36338982
Shigella flexneri		strain: PNUSAE141568	623	PDT001810176.1	GCA_032159005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31185	4495533	2023-09-28	4593	PRJNA218110	SAMN36338959
Shigella flexneri		strain: PNUSAE141561	623	PDT001810174.1	GCA_032159085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29329	4382676	2023-09-28	4447	PRJNA218110	SAMN36338958
Shigella flexneri		strain: PNUSAE141575	623	PDT001810170.1	GCA_032159125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34447	4622550	2023-09-28	4728	PRJNA218110	SAMN36338954
Shigella flexneri		strain: PNUSAE141563	623	PDT001810171.1	GCA_032159165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32128	4369909	2023-09-28	4470	PRJNA218110	SAMN36338955
Shigella flexneri		strain: PNUSAE141573	623	PDT001810172.1	GCA_032159185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29733	4425555	2023-09-28	4516	PRJNA218110	SAMN36338952
Shigella flexneri		strain: PNUSAE141566	623	PDT001810168.1	GCA_032159225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4559754	2023-09-28	4674	PRJNA218110	SAMN36338945
Shigella flexneri		strain: PNUSAE141570	623	PDT001810169.1	GCA_032159325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34446	4467694	2023-09-28	4541	PRJNA218110	SAMN36338960
Shigella flexneri		strain: PNUSAE141670	623	PDT001810078.1	GCA_032161145.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29196	4370690	2023-09-28	4447	PRJNA218110	SAMN36330976
Shigella flexneri		strain: PNUSAE141668	623	PDT001810083.1	GCA_032161185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29418	4385627	2023-09-28	4460	PRJNA218110	SAMN36330970
Shigella flexneri		strain: PNUSAE141669	623	PDT001810082.1	GCA_032161225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31895	4498929	2023-09-28	4597	PRJNA218110	SAMN36330966
Shigella flexneri		strain: PNUSAE141671	623	PDT001810073.1	GCA_032161245.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31126	4334370	2023-09-28	4413	PRJNA218110	SAMN36330981
Shigella flexneri		strain: PNUSAE141667	623	PDT001810050.1	GCA_032161905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31185	4552498	2023-09-28	4663	PRJNA218110	SAMN36330702
Shigella flexneri		strain: PNUSAE141594	623	PDT001809588.1	GCA_032178695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30666	4410119	2023-09-28	4528	PRJNA218110	SAMN36305443
Shigella flexneri		strain: PNUSAE141593	623	PDT001809537.1	GCA_032179805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32634	4379494	2023-09-28	4463	PRJNA218110	SAMN36305439
Shigella flexneri		strain: PNUSAE153159	623	PDT001908640.1	GCA_032204105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32127	4421961	2023-09-29	4519	PRJNA218110	SAMN37604815
Shigella flexneri		strain: PNUSAE138155	623	PDT001768916.1	GCA_032204305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31187	4590102	2023-09-29	4720	PRJNA218110	SAMN35624517
Shigella flexneri		strain: PNUSAE138156	623	PDT001768911.1	GCA_032204315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27854	4403555	2023-09-29	4491	PRJNA218110	SAMN35624515
Shigella flexneri		strain: PNUSAE138159	623	PDT001768906.1	GCA_032204365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31187	4471073	2023-09-29	4543	PRJNA218110	SAMN35624516
Shigella flexneri		strain: PNUSAE138157	623	PDT001768904.1	GCA_032204385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31766	4383997	2023-09-29	4467	PRJNA218110	SAMN35624518
Shigella flexneri		strain: PNUSAE138113	623	PDT001768687.1	GCA_032209165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4571463	2023-09-29	4647	PRJNA218110	SAMN35623433
Shigella flexneri		strain: PNUSAE138110	623	PDT001768681.1	GCA_032209375.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29043	4443383	2023-09-29	4493	PRJNA218110	SAMN35623434
Shigella flexneri		strain: PNUSAE138069	623	PDT001768671.1	GCA_032209685.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29260	4252644	2023-09-29	4313	PRJNA218110	SAMN35623408
Shigella flexneri		strain: PNUSAE153351	623	PDT001908721.1	GCA_032211045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29153	4474785	2023-09-29	4567	PRJNA218110	SAMN37605592
Shigella flexneri		strain: PNUSAE153330	623	PDT001908702.1	GCA_032211105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	23936	4494502	2023-09-29	4527	PRJNA218110	SAMN37605402
Shigella flexneri		strain: PNUSAE138045	623	PDT001768590.1	GCA_032211325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27687	4342777	2023-09-29	4425	PRJNA218110	SAMN35622251
Shigella flexneri		strain: PNUSAE137979	623	PDT001768520.1	GCA_032212445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28463	4373232	2023-09-29	4433	PRJNA218110	SAMN35621470
Shigella flexneri		strain: PNUSAE153327	623	PDT001908544.1	GCA_032232635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29636	4381863	2023-09-30	4464	PRJNA218110	SAMN37594036
Shigella flexneri		strain: PNUSAE153303	623	PDT001908533.1	GCA_032232675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28482	4436403	2023-09-30	4513	PRJNA218110	SAMN37590873
Shigella flexneri		strain: PNUSAE153326	623	PDT001908522.1	GCA_032232735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4493613	2023-09-30	4589	PRJNA218110	SAMN37593263
Shigella flexneri		strain: PNUSAE153298	623	PDT001908520.1	GCA_032232755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29799	4498149	2023-09-30	4583	PRJNA218110	SAMN37590860
Shigella flexneri		strain: PNUSAE153301	623	PDT001908517.1	GCA_032232815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30014	4486667	2023-09-30	4604	PRJNA218110	SAMN37590861
Shigella flexneri		strain: PNUSAE141390	623	PDT001808111.1	GCA_032240945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4439295	2023-09-30	4516	PRJNA218110	SAMN36276455
Shigella flexneri		strain: PNUSAE141388	623	PDT001808055.1	GCA_032240995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30296	4541511	2023-09-30	4643	PRJNA218110	SAMN36276457
Shigella flexneri		strain: PNUSAE141387	623	PDT001808054.1	GCA_032241055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33529	4481580	2023-09-30	4561	PRJNA218110	SAMN36276456
Shigella flexneri		strain: PNUSAE141296	623	PDT001807740.1	GCA_032245655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29418	4401812	2023-09-30	4514	PRJNA218110	SAMN36274718
Shigella flexneri		strain: PNUSAE141278	623	PDT001807721.1	GCA_032245975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26933	4396547	2023-09-30	4475	PRJNA218110	SAMN36274538
Shigella flexneri		strain: PNUSAE141277	623	PDT001807720.1	GCA_032246015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29634	4385012	2023-09-30	4465	PRJNA218110	SAMN36274539
Shigella flexneri		strain: PNUSAE141175	623	PDT001807580.1	GCA_032247995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31185	4457375	2023-09-30	4507	PRJNA218110	SAMN36274235
Shigella flexneri		strain: PNUSAE133779	623	PDT001707741.1	GCA_032270335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25383	4527110	2023-10-02	4642	PRJNA218110	SAMN34410721
Shigella flexneri		strain: PNUSAE133776	623	PDT001707740.1	GCA_032270395.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	23750	4335403	2023-10-02	4415	PRJNA218110	SAMN34410765
Shigella flexneri		strain: PNUSAE133782	623	PDT001707739.1	GCA_032270485.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22864	4450405	2023-10-02	4572	PRJNA218110	SAMN34410763
Shigella flexneri		strain: PNUSAE133777	623	PDT001707736.1	GCA_032270505.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27928	4415641	2023-10-02	4479	PRJNA218110	SAMN34410761
Shigella flexneri		strain: PNUSAE133765	623	PDT001707721.1	GCA_032270785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24314	4547827	2023-10-02	4677	PRJNA218110	SAMN34409103
Shigella flexneri		strain: PNUSAE133774	623	PDT001707724.1	GCA_032270805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	23287	4388447	2023-10-02	4503	PRJNA218110	SAMN34409102
Shigella flexneri		strain: PNUSAE133653	623	PDT001707270.1	GCA_032277605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29082	4410996	2023-10-02	4496	PRJNA218110	SAMN34379850
Shigella flexneri		strain: PNUSAE133656	623	PDT001707271.1	GCA_032277625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29468	4431007	2023-10-02	4485	PRJNA218110	SAMN34379847
Shigella flexneri		strain: PNUSAE133655	623	PDT001707266.1	GCA_032277685.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29800	4469920	2023-10-02	4555	PRJNA218110	SAMN34379849
Shigella flexneri		strain: PNUSAE133612	623	PDT001707265.1	GCA_032277705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28092	4355956	2023-10-02	4426	PRJNA218110	SAMN34378122
Shigella flexneri		strain: PNUSAE153554	623	PDT001911782.1	GCA_032290165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28339	4345988	2023-10-02	4430	PRJNA218110	SAMN37646093
Shigella flexneri		strain: PNUSAE153550	623	PDT001911808.1	GCA_032290185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29891	4556706	2023-10-02	4667	PRJNA218110	SAMN37646089
Shigella flexneri		strain: PNUSAE144719	623	PDT001834998.1	GCA_032297735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33522	4466899	2023-10-03	4528	PRJNA218110	SAMN36769611
Shigella flexneri		isolate: 23-001-1214, strain: Shigella flexneri 2a	623	PDT001834989.1	GCA_032297895.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28364	4448800	2023-10-03	4509	PRJNA514245	SAMN36699395
Shigella flexneri		strain: PNUSAE144758	623	PDT001831534.1	GCA_032323855.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29468	4514923	2023-10-03	4593	PRJNA218110	SAMN36744131
Shigella flexneri		strain: PNUSAE144757	623	PDT001831533.1	GCA_032323875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	20720	4425606	2023-10-03	4537	PRJNA218110	SAMN36744130
Shigella flexneri		strain: PNUSAE144756	623	PDT001831532.1	GCA_032323915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29893	4455980	2023-10-03	4508	PRJNA218110	SAMN36744132
Shigella flexneri		strain: 01163602	623	PDT001831275.1	GCA_032325455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29799	4484733	2023-10-03	4587	PRJNA315192	SAMN36720676
